episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
17,38.0,6.735994103034774,-0.6206666739984592,-119.07774564357241,16.46450683456068,1.479647554260562,[16.46450683456068, 1.479647554260562],1.202,False,True,8.577992110486822,188,60.1771198586739,247.457,in_progress,0.0
17,39.0,6.676210706568051,-0.7581052467840159,-116.15285743857166,27.418083677257727,1.6233507647665804,[27.418083677257727, 1.6233507647665804],1.202,False,True,8.825898949452892,189,60.1771198586739,247.532,in_progress,0.0
17,40.0,6.627429218894154,-0.8961050668841979,-112.70258338064278,15.641678484013134,1.6970771761429408,[15.641678484013134, 1.6970771761429408],1.202,False,True,9.065844557149772,189,60.1771198586739,247.609,in_progress,0.0
17,41.0,6.590678836853348,-1.0390968635196802,-108.46121642616221,1.8525802457992988,2.6556426152448855,[1.8525802457992988, 2.6556426152448855],1.202,False,True,9.303145248335055,190,60.1771198586739,247.69,in_progress,0.0
17,42.0,6.56823953693342,-1.1613923100192478,-104.82839461218056,-2.570094527165743,2.1376508560779213,[-2.570094527165743, 2.1376508560779213],1.202,False,True,9.498705814744135,190,60.1771198586739,247.756,in_progress,0.0
17,43.0,6.559052527612298,-1.2453142449499592,-102.01302309842143,-30.0,3.770708181424922,[-30.0, 3.770708181424922],1.202,False,True,9.627871365482587,190,60.1771198586739,247.839,in_progress,0.0
17,44.0,6.543551467661394,-1.3951463898309135,-98.7663484348043,30.0,4.0,[30.0, 4.0],1.202,False,True,9.857749290788975,191,60.1771198586739,247.864,in_progress,0.0
17,45.0,6.517487501092171,-1.6060797443186725,-97.20018192109487,-0.23769541699243035,2.895129977580615,[-0.23769541699243035, 2.895129977580615],1.202,False,True,10.184194030687443,191,60.1771198586739,247.954,in_progress,0.0
17,46.0,6.513765776469283,-1.7600782637274706,-94.09887447905989,-3.187537105311197,1.25,[-3.187537105311197, 1.25],1.003,False,True,10.410353135374638,192,60.1771198586739,248.016,in_progress,0.0
17,47.0,6.513494928556414,-1.9214076193220764,-91.33526087926329,-19.196426427197693,2.3364261497571217,[-19.196426427197693, 2.3364261497571217],1.003,False,True,10.643216251992593,192,60.1771198586739,248.081,in_progress,0.0
17,48.0,6.508644303738713,-2.1452380260370636,-91.362051164831,30.0,4.0,[30.0, 4.0],0.004,False,False,10.971155333545578,193,60.1771198586739,248.184,in_progress,0.0
17,49.0,6.497952102117375,-2.3976466310137488,-91.36377075080239,30.0,4.0,[30.0, 4.0],0.004,False,False,11.343637950879037,194,60.1771198586739,248.275,in_progress,0.0
17,50.0,6.512696597275495,-2.5592436112973935,-87.47174624285795,-29.516732622204124,2.2157285393852075,[-29.516732622204124, 2.2157285393852075],0.004,False,False,11.562738336774824,194,60.1771198586739,248.38,in_progress,0.0
17,51.0,6.533089678848351,-2.7015773793737656,-83.10177620389153,30.0,1.7926365587242135,[30.0, 1.7926365587242135],0.004,True,False,11.751546835951688,195,60.1771198586739,248.428,off_track,0.0
